document_name,sentence_number,preprocessed_tokens
Sabar sebuah konsep psikologi.pdf,177,ketika saya menyetir mobil dan lalulintas berjalan lambat saya menghapus ketidak sabaran dengan berpikir bahwa apalah bedanya 12 menit lebih cepat toh sama sama sampai di tujuan
Sabar sebuah konsep psikologi.pdf,178,apakah bila saya marahmarah hal itu akan membuat lalu lintas berjalan lebih cepat
Sabar sebuah konsep psikologi.pdf,179,tentu saja tidak maka untuk apa marahmarah
Sabar sebuah konsep psikologi.pdf,180,subjek 7 tetapi saya terus berusaha menghadapi anak tersebut dengan tenang sambil berpikir jalannya subjek 11 psikotes tersebut saya ikuti setengah hari dan dengan sabar saya dapat mengikuti tes tersebut dan menikmati soal demi soal dengan santai
Sabar sebuah konsep psikologi.pdf,181,subjek 4 pengertian sabar sebagai sikap tenang terutama tampak pada waktu situasi menunggu
Sabar sebuah konsep psikologi.pdf,182,pengalaman berikut menun jukkan hal tersebut saya dengan tenang terus menunggu tan pa ada perasaan kesal atau marah karena saya berpikir mungkin ada alasan halhal yang membuat teman saya terlambat atau tidak on time subjek 14 sabar kalau lagi nunggu antrian antrian atm bank fotocopy tiket bioskop an trian turun dari pesawat saya lebih memi lih turun paling akhir buat menghindari desakdesakan subjek 7 angket sekalipun merasa jengkel sebal cemas
Sabar sebuah konsep psikologi.pdf,183,saya dikondisikan mau tidak mau harus menunggu
Sabar sebuah konsep psikologi.pdf,184,jika saya tidak bersabar maka saya tidak akan memperoleh apa yang saya inginkan subjek 9 angket 7 memaafkan dan tetap menjalin hu bungan sosial yang baik definisi sabar sebagai perilaku mema afkan tampak pada beberapa definisi yang diberikan subjek bahwa sabar itu adalah pengampunan lapang hati menyikapi dengan lapang hati bertutur kata manis dan baik meski diperlakukan tidak baik lembut bertutur kata empati memahami orang lain dan mampu menyembunyikan rahasia
Sabar sebuah konsep psikologi.pdf,185,definisi tersebut sesuai dengan beberapa pengalaman di bawah ini sabar sebuah konsep psikologi jurnal psikologi 223 ketika sedang bertengkar sebersit ada perasan jengkel
Sabar sebuah konsep psikologi.pdf,186,lalu istri saya buruburu minta maaf karena terlalu lama di atas dan emosi saya langsung turun seketika subjek 13 angket saya sabar saat disuruhdiminta tolong oleh keluarga tempat saya tinggal meski pun saya capeksibuk karena saya tahu saya harus menurut untuk menjaga hu bungan baik dengan keluarga untuk balas budi subjek 6 kalau saya mau sebenarnya saya bisa mengadukannya tetapi saya tidak lakukan saya hanya berdoa mudahmudahan allah memberikan cara yang terbaik dan dengan dia pun saya tetap bersikap baik subjek 3 namun bukan saya yang marah malh dia yang marah
Sabar sebuah konsep psikologi.pdf,187,saya hanya bisa bersabar diam mencoba untuk tetap bersikap baik mendoakannya
Sabar sebuah konsep psikologi.pdf,188,subjek 41 diskusi hasil analisis data yang diperoleh dari pn1 studi pustaka lintas agama dan pn 2 studi empiris memiliki kesamaan
Sabar sebuah konsep psikologi.pdf,189,demi kian juga ketika dibandingkan dengan beberapa konsep dasar yang ada pada literatur psikologi barat
Sabar sebuah konsep psikologi.pdf,190,dari tabel 1 di atas tampak bahwa ada beberapa konsep pada pn1 dan pn2 yang memiliki kesamaan meskipun diungkap kan dalam bahasa yang berbeda
Sabar sebuah konsep psikologi.pdf,191,dari bebe rapa ide yang sama tersebut dapat dike lompokkan menjadi lima kategori
Sabar sebuah konsep psikologi.pdf,192,kategori pertama adalah bahwa kesa baran diartikan sebagai pengendalian diri
Sabar sebuah konsep psikologi.pdf,193,pada pn1 tema ini diungkapkan dengan kata menahan diri
Sabar sebuah konsep psikologi.pdf,194,pada pn2 tema ini merupakan tema yang paling banyak mun cul terlihat dari jumlah variasi ungkapan yang digunakan
Sabar sebuah konsep psikologi.pdf,195,ungkapanungkapan ter sebut dapat dipisahkan menjadi dua yaitu menahan emosi dan menahan keinginan
Sabar sebuah konsep psikologi.pdf,196,tema ini sangat sesuai dengan konsep yang sudah cukup mapan dalam psikologi barat yaitu kontrol diri self control
Sabar sebuah konsep psikologi.pdf,197,hal ini sesuai dengan definisi kesabaran yang di kemukakan oleh agte chiplonkar 2007 yang mengartikan kesabaran sebagai tabel 1 perbandingan makna konsep kesabaran pn1 literatur lintas agama pn2 kajian empiris pengendalian diri pengendalian diri emosi dan keinginan kegigihan ulet untuk mencapai suatu tujuan bertahan dalam situasi sulit teguh mengatasi kesulitan menerima kenyataan bekerja keras berpikir panjang tidak reaktif tidak impulsive merasakan kepahitan hidup tanpa berkeluh kesah tidak putus asa meraih tujuan menerima kesulitan sikap tenang tidak tergesagesa dan bersedia menunggu usaha untuk mengatasi masalah memaafkan dan tetap menjalin hubungan sosial yang baik tabah tahan menderita bersyukur subandi jurnal psikologi 224 berikut patience is defined as calmness self control and willingness or ability to tolerate delay
Sabar sebuah konsep psikologi.pdf,198,topik tentang self control merupakan aspek psikologis yang banyak dikaji dalam psikologi pada tahun 1980an sebagai salah satu aspek kepribadian
Sabar sebuah konsep psikologi.pdf,199,ini menunjukkan bahwa sebenarnya psikologi barat telah mengkaji kesabaran sudah lama namun terminology yang digunakan bukan kesa baran tetapi self control
Sabar sebuah konsep psikologi.pdf,200,kemungkinan hal ini disebakan konteks masyarakat yang berbeda
Sabar sebuah konsep psikologi.pdf,201,karena tema pengendalian diri cukup menonjol maka bisa dianggap tema ini sebagai sebuah kategori
Sabar sebuah konsep psikologi.pdf,202,kategori ini mem punyai kaitan yang erat dengan beberapa tema yang lain yaitu berpikir panjang tidak impulsive dan tidak reaktif pn2 karena peneliti beranggapan bahwa untuk dapat berpikir panjang seorang individu harus mempunyai pengendalian diri yang baik
Sabar sebuah konsep psikologi.pdf,203,jika tidak maka dia akan cenderung untuk impulsif dan reaktif
Sabar sebuah konsep psikologi.pdf,204,dalam pn2 juga ada tema memaafkan kesalahan
Sabar sebuah konsep psikologi.pdf,205,tema ini juga sangat erat kaitannya dengan pengendalian diri yakni bahwa orang yang bisa mengendalikan emosi marah maka dia akan dapat berlapang dada dan mema afkan kesalahan
Sabar sebuah konsep psikologi.pdf,206,tema menonjol lain yang terdapat pada pn1 dan 2 adalah ketabahan
Sabar sebuah konsep psikologi.pdf,207,termasuk di sini adalah tahan menderita pn1 merasakan kepahitan hidup tanpa berkeluh kesah pn1 teguh mengatasi kesulitan pn1 dan bertahan dalam situasi sulit pn2
Sabar sebuah konsep psikologi.pdf,208,konsep psikologis yang sangat dekat dengan tema ini adalah konsep adversity quotient aq
Sabar sebuah konsep psikologi.pdf,209,meskipun konsep aq lebih bersifat popular tetapi memiliki kesamaan yang dangat dekat dengan konsep kesabaran dalam tema ketabahan
Sabar sebuah konsep psikologi.pdf,210,konsep teoritik lain adalah resiliensi dan kepribadian hardiness
Sabar sebuah konsep psikologi.pdf,211,resi liensi sering didefiniskan sebagai kemam puan adaptasi koping menghadapi kesu litan dan bangkit kembali dari situasi yang sulit adversity lihat walsh 1998 walsh 2003 deegan 2005
Sabar sebuah konsep psikologi.pdf,212,tema yang menonjol selanjutnya ada lah kegigihan keuletan untuk mencapai suatu tujuan
Sabar sebuah konsep psikologi.pdf,213,dalam pn1 tema ini diung kapkan dengan kalimat keuletan untuk mencapai suatu tujuan bekerja keras dan berusaha untuk mengatasi masalah
Sabar sebuah konsep psikologi.pdf,214,sementara itu dalam pn2 diungkapkan dengan kalimat tidak putus asa meraih tujuan
Sabar sebuah konsep psikologi.pdf,215,dalam literatur psikologi barat konsep yang dekat dengan tema ini adalah perseverance
Sabar sebuah konsep psikologi.pdf,216,duckworth et al 2007 mene mukan bahwa kegigihan keuletan perse verance merupakan salah satu karakter kepribadian yang sangat dibutuhkan dalam mencapai suatu tujuan jangka panjang
Sabar sebuah konsep psikologi.pdf,217,selain itu konsep persistence keuletan kete latenan juga sangat dekat dengan konsep kegigihan
Sabar sebuah konsep psikologi.pdf,218,persistence sebagai salah satu karakteristik kepribadian dikembangkan oleh cloninger 1994 dalam temperament and character inventory tci
Sabar sebuah konsep psikologi.pdf,219,dalam inven tori yang dimaksudkan untuk mengungkap ciri kepribadian personality trait ini persis tence dijabarkan menjadi 4 aspek yaitu eagerness of effort work hardened ambitious perfectionist
Sabar sebuah konsep psikologi.pdf,220,empat aspek tersebut tampak nya dekat dengan konsep kesabaran kecuali aspek ambisi
Sabar sebuah konsep psikologi.pdf,221,tema lain yang dapat dijadikan seba gai kategori dalam konsep sabar adalah menerima kenyataan
Sabar sebuah konsep psikologi.pdf,222,dalam pn1 diung kapkan sebagai menerima kesulitan
Sabar sebuah konsep psikologi.pdf,223,semantara itu dalam pn2 lebih detail dija barkan sebagai menerima takdir tuhan menerima keadaan menerima realitas menerima nasib ihlas menenghadapi ujian bersyukur berpikir positif atas se mua keadaan menyikapi dengan lapang hati ihlas menerima dan menghadapi permasalahan
Sabar sebuah konsep psikologi.pdf,224,termasuk dalam tema ini adalah bersyukur dalam pn1
Sabar sebuah konsep psikologi.pdf,225,sabar sebuah konsep psikologi jurnal psikologi 225 dalam literatur psikologi konsep yang dekat dengan menerima kenyataan ini adalah acceptance yang selalu dikaitkan dengan selfacceptance
Sabar sebuah konsep psikologi.pdf,226,makna yang terkan dung mempunyai kemiripan yaitu sejauh mana seseorang mampu untuk menerima keadaan dirinya
Sabar sebuah konsep psikologi.pdf,227,dalam konteks budaya timur penerimaan diri dapat berarti mene rima takdir tuhan dan menerima segala sesuatu yang tidak bisa dirubah
Sabar sebuah konsep psikologi.pdf,228,kategori terakhir adalah ketenangan lahir dan batin
Sabar sebuah konsep psikologi.pdf,229,dalam pn1 tema ini tidak ditemukan tetapi dalam pn2 kategori ini cukup jelas yaitu menggambarkan sikap tenang lahir dan batin tidak terburuburu dan ekspresi yang teduh
Sabar sebuah konsep psikologi.pdf,230,kategori ini didukung oleh literatur psikologi dari agte chiplonkar 2007 yang mengartikan kesabaran sebagai beriut patience is defined as calmness selfcontrol and willingness or ability to tolerate delay konsep psikologis yang dekat dengan kategori ini adalah konsep kematangan emosi emotional maturity maupun kematangan pribadi
Sabar sebuah konsep psikologi.pdf,231,kesimpulan penelitian ini menemukan lima katego ri yang tercakup dalam konsep sabar yaitu 1 pengendalian diri menahan emosi dan keinginan berpikir panjang memaaf kan kesalahan toleransi terhadap pe nundaan
Sabar sebuah konsep psikologi.pdf,232,2 ketabahan bertahan dalam situasi sulit dengan tidak mengeluh
Sabar sebuah konsep psikologi.pdf,233,3 kegigihan ulet bekerja keras untuk mencapai tujuan dan mencari peme cahan masalah
Sabar sebuah konsep psikologi.pdf,234,4 menerima kenyataan pahit dengan ihlas dan bersyukur
Sabar sebuah konsep psikologi.pdf,235,5 sikap tenang tidak terburuburu
Sabar sebuah konsep psikologi.pdf,236,mengingat bahwa penelitian ini meru pakan penelitian awal untuk mengembang kan konsep sabar secara psikologis maka temuan dari penelitian ini akan ditindak lanjuti dengan serangkaian penelitian beri kutnya
Sabar sebuah konsep psikologi.pdf,237,dengan mengacu pada metode yang digunakan oleh casmini 2011 dalam mengembangkan konsep kecerdasan emosi dalam budaya jawa maka tahap berikut nya yang disarankan adalah menguji vali ditas konsep tersebut untuk mengetahui apakah konsep tersebut sesuai dengan pemahaman sekelompok masyarakat ter tentu
Sabar sebuah konsep psikologi.pdf,238,misalnya bagaimana konsep masya rakat jawa bali batak makasar tentang kesabaran
Sabar sebuah konsep psikologi.pdf,239,dari sini akan bisa dilihat kon sep sabar yang dipahami sama pada semua suku dan konsep apa yang berbeda
Sabar sebuah konsep psikologi.pdf,240,jika sudah diperoleh konsep sabar yang memi liki dasar teoritis yang kuat maka dapat dilanjutkan dengan pengembangan kons trak psikologis dan penyusunan skala kesabaran
Sabar sebuah konsep psikologi.pdf,241,bahkan intervensi untuk me ningkatkan kesabaran perlu dikembangkan untuk pengembangan karakter masyarakat indonesia
Sabar sebuah konsep psikologi.pdf,242,kemungkinan banyak permasa lahan bangsa indonesia yang bisa dikaitkan kurang adanya kurang kesabaran
Sabar sebuah konsep psikologi.pdf,243,misal nya orang melakukan tindak korupsi kare na kurang bisa mengendalikan diri terha dap keinginankeinginan terhadap harta benda atau keinginan terhadap kekuasaan
Sabar sebuah konsep psikologi.pdf,244,kepustakaan agte vv
Sabar sebuah konsep psikologi.pdf,245,chiplonkar sa 2007
Sabar sebuah konsep psikologi.pdf,246,link age of concepts of good nutrition in yoga and modern science
Sabar sebuah konsep psikologi.pdf,247,current sci ence 92 7 956961
Sabar sebuah konsep psikologi.pdf,248,anonim
Sabar sebuah konsep psikologi.pdf,249,2010
Sabar sebuah konsep psikologi.pdf,250,panca nyama brata
Sabar sebuah konsep psikologi.pdf,251,posted in may 20 2010 by dharmade fender
Sabar sebuah konsep psikologi.pdf,252,diunduh dari http dharmadefenderwordpresscom2010 0520pancanyamabrata
Sabar sebuah konsep psikologi.pdf,253,tanggal 19 oktober 2011
Sabar sebuah konsep psikologi.pdf,254,alhooli a
Sabar sebuah konsep psikologi.pdf,255,alshamari z
Sabar sebuah konsep psikologi.pdf,256,2009
Sabar sebuah konsep psikologi.pdf,257,teaching and learning moral values subandi jurnal psikologi 226 through kindergaten curriculum
Sabar sebuah konsep psikologi.pdf,258,education 129 3 382399
Sabar sebuah konsep psikologi.pdf,259,al jauziah iq
Sabar sebuah konsep psikologi.pdf,260,2010
Sabar sebuah konsep psikologi.pdf,261,indahnya sabar bekal sabar agar tidak pernah habis
Sabar sebuah konsep psikologi.pdf,262,penerje mah am halim
Sabar sebuah konsep psikologi.pdf,263,jakarta maghfirah pustaka
Sabar sebuah konsep psikologi.pdf,264,akano a
Sabar sebuah konsep psikologi.pdf,265,2003
Sabar sebuah konsep psikologi.pdf,266,the spirituality of the superior asian wisdom
Sabar sebuah konsep psikologi.pdf,267,cistercian stu dies quarterly 39 3 321322
Sabar sebuah konsep psikologi.pdf,268,asma u
Sabar sebuah konsep psikologi.pdf,269,2010
Sabar sebuah konsep psikologi.pdf,270,dahsyatnya kekuatan sabar
Sabar sebuah konsep psikologi.pdf,271,jakarta belanoor
Sabar sebuah konsep psikologi.pdf,272,bussing a ostermann t matthiessen
Sabar sebuah konsep psikologi.pdf,273,2007
Sabar sebuah konsep psikologi.pdf,274,distinct expressions of vital spirituality
Sabar sebuah konsep psikologi.pdf,275,journal of religion and health 46 2 267286
Sabar sebuah konsep psikologi.pdf,276,casmini
Sabar sebuah konsep psikologi.pdf,277,2011
Sabar sebuah konsep psikologi.pdf,278,kecerdasan emodi dan ke pribadian sehat dalam konteks budaya jawa di yogyakarta
Sabar sebuah konsep psikologi.pdf,279,disertasi
Sabar sebuah konsep psikologi.pdf,280,yogya karta fakultas psikologi ugm chaudry hr
Sabar sebuah konsep psikologi.pdf,281,2008
Sabar sebuah konsep psikologi.pdf,282,psychiatric care in asia spirtuality and religious conno tations
Sabar sebuah konsep psikologi.pdf,283,international review of psychia try 20 5 477483 cloninger cr
Sabar sebuah konsep psikologi.pdf,284,1994
Sabar sebuah konsep psikologi.pdf,285,the temperament and character inventory tci a guide to its development and use
Sabar sebuah konsep psikologi.pdf,286,st louis mo center for psychobiology of personal ity washington university
Sabar sebuah konsep psikologi.pdf,287,colling kb
Sabar sebuah konsep psikologi.pdf,288,2004
Sabar sebuah konsep psikologi.pdf,289,caregiver interven tions for passive behaviors in dementia links to the ndb model
Sabar sebuah konsep psikologi.pdf,290,aging men tal health 8 2 117125
Sabar sebuah konsep psikologi.pdf,291,deegan pe 2005 the importance of per sonal medicine a qualitative study of resilience in people with psychiatric disabilities
Sabar sebuah konsep psikologi.pdf,292,scandinavian journal of pub lic health 2005 33suppl 66 2935 djarwadi ma 2011
Sabar sebuah konsep psikologi.pdf,293,internaslisasi moral sabar dan qanaah pada anakanak jawa
